Sporadic-5;2481;0.00;5.78;0;0;0;0;
Sporadic-5;3525;0.05;5.52;0;0;0;0;
Sporadic-5;4554;-0.04;5.21;0;0;0;0;
Sporadic-5;5583;-0.79;4.11;0;0;0;0;
Sporadic-5;6617;0.58;4.11;0;0;0;0;
Sporadic-5;7646;0.03;4.11;0;0;0;0;
Sporadic-5;8675;0.10;4.11;0;0;0;0;
Sporadic-5;9704;-0.07;4.11;0;0;0;0;
Sporadic-5;10733;-0.74;4.11;0;0;0;0;
Sporadic-5;11762;-0.16;4.11;0;0;0;0;
Sporadic-5;12794;-0.18;4.11;0;0;0;0;
Sporadic-5;13824;-0.32;4.11;0;0;0;0;
Sporadic-5;14853;-0.04;4.11;0;0;0;0;
Sporadic-5;15882;0.00;4.11;0;0;0;0;
Sporadic-5;16911;0.30;4.11;0;0;0;0;
Sporadic-5;17940;-0.62;4.11;0;0;0;0;
Sporadic-5;18972;0.03;4.11;0;0;0;0;
Sporadic-5;20001;0.23;4.11;0;0;0;0;
Sporadic-5;21030;-0.24;4.11;0;0;0;0;
Sporadic-5;22060;0.38;4.11;0;0;0;0;
Sporadic-5;23090;0.32;4.11;0;0;0;0;
Sporadic-5;24119;-0.64;4.11;0;0;0;0;
Sporadic-5;25151;-0.39;4.11;0;0;0;0;
Sporadic-5;26180;0.38;4.11;0;0;0;0;
Sporadic-5;27209;0.10;4.11;0;0;0;0;
Sporadic-5;28238;-0.15;4.11;0;0;0;0;
Sporadic-5;29267;-0.38;4.11;0;0;0;0;
Sporadic-5;30297;0.28;4.11;0;0;0;0;
Sporadic-5;31329;0.03;4.11;0;0;0;0;
Sporadic-5;32358;0.09;4.11;0;0;0;0;
Sporadic-5;33388;0.01;4.11;0;0;0;0;
Sporadic-5;34417;-0.06;4.11;0;0;0;0;
Sporadic-5;35446;0.54;4.11;0;0;0;0;
Sporadic-5;36475;-0.21;4.11;0;0;0;0;
Sporadic-5;37508;0.22;4.11;0;0;0;0;
Sporadic-5;38537;-0.01;4.11;0;0;0;0;
Sporadic-5;39566;-0.05;4.11;0;0;0;0;
Sporadic-5;40595;-0.35;4.11;0;0;0;0;
Sporadic-5;41624;-0.11;4.11;0;0;0;0;
Sporadic-5;42658;-0.04;4.11;0;0;0;0;
Sporadic-5;43691;-0.32;4.11;0;0;0;0;
Sporadic-5;44720;-0.19;4.11;0;0;0;0;
Sporadic-5;45749;-0.15;4.11;0;0;0;0;
Sporadic-5;46778;-0.27;4.11;0;0;0;0;
Sporadic-5;47807;-0.17;4.11;0;0;0;0;
Sporadic-5;48839;-0.33;4.11;0;0;0;0;
Sporadic-5;49868;-0.45;4.11;0;0;0;0;
Sporadic-5;50897;-0.38;4.11;0;0;0;0;
Sporadic-5;51927;-0.76;4.11;0;0;0;0;
Sporadic-5;52956;-0.66;4.11;0;0;0;0;
Sporadic-5;53985;-0.08;4.11;0;0;0;0;
Sporadic-5;55017;-0.06;4.11;0;0;0;0;
Sporadic-5;56046;-0.49;4.11;0;0;0;0;
Sporadic-5;57075;-0.36;4.11;0;0;0;0;
Sporadic-5;58104;0.29;4.11;0;0;0;0;
Sporadic-5;59133;-0.15;4.11;0;0;0;0;
Sporadic-5;60163;-0.21;4.11;0;0;0;0;
Sporadic-5;61195;-0.64;4.11;0;0;0;0;
Sporadic-5;62225;-0.06;4.11;0;0;0;0;
Sporadic-5;63255;-0.44;4.11;0;0;0;0;
Sporadic-5;64284;-0.36;4.11;0;0;0;0;
Sporadic-5;65313;-0.41;4.11;0;0;0;0;
Sporadic-5;815;0.15;4.11;0;0;0;0;
Sporadic-5;1846;0.04;4.11;0;0;0;0;
Sporadic-5;2875;-0.04;4.11;0;0;0;0;
Sporadic-5;3904;0.17;4.11;0;0;0;0;
Sporadic-5;4933;-0.36;4.11;0;0;0;0;
Sporadic-5;5962;-0.17;4.11;0;0;0;0;
Sporadic-5;6991;-0.73;4.11;0;0;0;0;
Sporadic-5;8024;-0.17;4.11;0;0;0;0;
Sporadic-5;9053;-0.11;4.11;0;0;0;0;
Sporadic-5;10082;0.08;4.11;0;0;0;0;
Sporadic-5;11111;-0.10;4.11;0;0;0;0;
Sporadic-5;12140;0.41;4.11;0;0;0;0;
Sporadic-5;13169;-0.12;4.11;0;0;0;0;
Sporadic-5;14201;-0.43;4.11;0;0;0;0;
Sporadic-5;15230;-0.27;4.11;0;0;0;0;
Sporadic-5;16260;-0.40;4.11;0;0;0;0;
Sporadic-5;17289;-0.26;4.11;0;0;0;0;
Sporadic-5;18318;0.02;4.11;0;0;0;0;
Sporadic-5;19347;0.06;4.11;0;0;0;0;
Sporadic-5;20379;0.05;4.11;0;0;0;0;
Sporadic-5;21408;0.27;4.11;0;0;0;0;
