Sporadic-4;2421;0.00;6.03;4.98;1.39;-341;139;-21;252;-124;-16;99903.76;1.52;0;0;0;0
Sporadic-4;2421;0.00;5.04;5.65;3.27;787;535;626;202;-138;-46;99892.37;1.76;0;0;0;0
Sporadic-4;3490;-0.39;5.65;3.61;3.40;-975;-1067;574;264;-112;-46;99896.92;1.83;0;0;0;0
Sporadic-4;4519;-0.65;3.90;5.73;3.85;1021;-344;-270;190;-138;-62;99900.10;1.91;0;0;0;0
Sporadic-4;5550;-0.33;6.85;3.53;2.65;782;1327;-1538;303;-79;-25;99896.27;1.97;0;0;0;0
Sporadic-4;6580;-0.51;6.20;5.58;1.79;-821;-1453;1031;261;-115;9;99898.38;2.04;0;0;0;0
Sporadic-4;2421;0.00;4.55;4.81;2.75;821;-53;-186;210;-96;180;99892.71;2.06;0;0;0;0
Sporadic-4;3490;-0.06;4.77;5.16;3.99;12;-336;-474;186;-116;176;99893.45;2.14;0;0;0;0
Sporadic-4;4519;0.18;5.22;5.24;2.77;743;-1106;-245;208;-138;114;99890.58;2.22;0;0;0;0
Sporadic-4;5548;0.42;5.58;4.50;1.72;-49;-141;148;251;-127;71;99887.71;2.29;0;0;0;0
Sporadic-4;2421;0.00;3.46;1.94;6.93;-128;-77;-25;124;70;240;98702.24;11.00;0;0;0;0
Sporadic-4;3490;0.25;6.37;2.26;3.50;270;-2937;164;-43;21;227;98699.28;11.11;0;0;0;0
Sporadic-4;4519;-0.52;5.59;3.49;6.24;2299;-664;-140;28;166;248;98708.38;12.91;0;0;0;0
Sporadic-4;5548;633.98;7.69;1.04;1.54;555;171;-188;-150;48;204;91471.94;12.58;1;0;0;0
Sporadic-4;6576;0.08;6.11;0.83;5.32;-219;-24;-33;23;59;243;98701.35;13.29;1;0;1;0
Sporadic-4;7604;0.29;3.20;1.17;7.59;-62;3363;-328;94;50;248;98698.86;13.44;1;0;1;0
