Sporadic-2;8713;0.16;5.02;0;0;0;0;1.08;689
Sporadic-2;9748;0.34;5.02;0;0;0;0;1.13;694
Sporadic-2;10789;0.25;5.02;0;0;0;0;1.19;693
Sporadic-2;11825;0.01;3.59;0;0;0;0;1.25;589
Sporadic-2;12860;0.15;4.15;0;0;0;0;1.30;623
Sporadic-2;13895;-0.45;0.51;0;0;0;0;1.35;587
Sporadic-2;14931;-0.21;0.76;0;0;0;0;1.40;821
Sporadic-2;15967;-0.32;0.96;0;0;0;0;1.45;934
Sporadic-2;17008;-0.17;0.96;0;0;0;0;1.51;998
Sporadic-2;18043;-0.58;0.96;0;0;0;0;1.55;1002
Sporadic-2;19079;-1.05;0.96;0;0;0;0;1.59;1003
Sporadic-2;20115;0.09;0.96;0;0;0;0;1.64;1004
Sporadic-2;21150;0.30;0.96;0;0;0;0;1.69;1005
Sporadic-2;22185;0.28;0.96;0;0;0;0;1.72;1006
Sporadic-2;23227;0.11;0.96;0;0;0;0;1.77;1007
Sporadic-2;25299;0.11;0.96;0;0;0;0;1.84;1006
Sporadic-2;26335;0.15;0.96;0;0;0;0;1.88;1006
Sporadic-2;27371;0.27;0.96;0;0;0;0;1.91;1006
Sporadic-2;28407;-0.03;0.96;0;0;0;0;1.95;1005
Sporadic-2;29443;0.08;0.39;0;0;0;0;1.99;1004
Sporadic-2;30526;0.21;0.39;0;0;0;0;2.02;1004
Sporadic-2;31560;-0.15;0.39;0;0;0;0;2.06;1004
Sporadic-2;32594;0.63;0.39;0;0;0;0;2.08;1004
Sporadic-2;33629;0.79;0.39;0;0;0;0;2.10;1006
Sporadic-2;34664;0.43;0.64;0;0;0;0;2.14;1007
Sporadic-2;36739;-0.14;0.28;0;0;0;0;2.22;1005
Sporadic-2;37773;0.18;0.28;0;0;0;0;2.25;1005
Sporadic-2;38808;0.06;0.28;0;0;0;0;2.28;1005
Sporadic-2;39842;-0.03;0.28;0;0;0;0;2.30;1005
Sporadic-2;40878;-0.36;0.28;0;0;0;0;2.33;1005
Sporadic-2;41913;-0.33;0.30;0;0;0;0;2.36;1005
Sporadic-2;42953;-0.01;0.30;0;0;0;0;2.39;1006
Sporadic-2;43988;0.54;0.30;0;0;0;0;2.41;1005
Sporadic-2;45024;0.11;0.30;0;0;0;0;2.44;1005
Sporadic-2;46059;-0.29;0.30;0;0;0;0;2.47;1005
Sporadic-2;47094;-0.64;0.30;0;0;0;0;2.50;1005
Sporadic-2;48130;0.65;0.30;0;0;0;0;2.52;1005
Sporadic-2;49165;-0.36;0.30;0;0;0;0;2.55;1006
Sporadic-2;50206;-0.23;0.30;0;0;0;0;2.57;1006
Sporadic-2;51241;0.56;0.30;0;0;0;0;2.60;1006
Sporadic-2;52277;0.50;0.30;0;0;0;0;2.62;1006
Sporadic-2;53313;-0.27;0.30;0;0;0;0;2.65;1006
Sporadic-2;54348;0.82;0.30;0;0;0;0;2.69;1006
Sporadic-2;55384;1.10;0.30;0;0;0;0;2.70;1006
Sporadic-2;56425;1.18;0.30;0;0;0;0;2.71;1006
Sporadic-2;57461;0.58;0.30;0;0;0;0;2.75;1006
Sporadic-2;58497;0.06;0.30;0;0;0;0;2.78;1006
Sporadic-2;59533;0.46;0.30;0;0;0;0;2.80;1006
Sporadic-2;60568;0.48;0.22;0;0;0;0;2.82;1006
Sporadic-2;61604;0.32;0.22;0;0;0;0;2.84;1006
Sporadic-2;62646;-0.33;0.22;0;0;0;0;2.87;1006
Sporadic-2;63682;0.27;0.22;0;0;0;0;2.90;1006
Sporadic-2;64718;0.15;0.22;0;0;0;0;2.92;1006
Sporadic-2;218;-0.06;0.22;0;0;0;0;2.94;1006
Sporadic-2;1254;-0.25;0.22;0;0;0;0;2.96;1006
Sporadic-2;2290;-0.40;0.22;0;0;0;0;2.98;1006
Sporadic-2;3325;-0.24;0.22;0;0;0;0;3.00;1006
Sporadic-2;4368;-0.27;0.22;0;0;0;0;3.03;1006
Sporadic-2;5404;-0.13;0.22;0;0;0;0;3.05;1006
Sporadic-2;6477;-0.55;0.22;0;0;0;0;3.06;1006
Sporadic-2;7512;-0.69;0.22;0;0;0;0;3.07;1006
Sporadic-2;8547;-0.33;0.22;0;0;0;0;3.09;1006
Sporadic-2;9581;-0.40;0.22;0;0;0;0;3.11;1006
Sporadic-2;10621;0.07;0.22;0;0;0;0;3.13;1006
Sporadic-2;11657;-0.06;0.22;0;0;0;0;3.15;1006
Sporadic-2;12692;-0.48;0.22;0;0;0;0;3.18;1005
Sporadic-2;13727;-0.52;0.22;0;0;0;0;3.20;1006
Sporadic-2;14763;-0.40;0.22;0;0;0;0;3.21;1005
Sporadic-2;15799;-0.04;0.22;0;0;0;0;3.23;1006
Sporadic-2;16834;-0.22;0.22;0;0;0;0;3.25;1006
Sporadic-2;17875;-0.29;0.22;0;0;0;0;3.26;1005
Sporadic-2;18911;-0.72;0.22;0;0;0;0;3.29;1005
Sporadic-2;19946;-0.35;0.22;0;0;0;0;3.31;1005
Sporadic-2;20982;-0.74;0.22;0;0;0;0;3.33;1005
Sporadic-2;22018;-0.98;0.22;0;0;0;0;3.35;1005
Sporadic-2;23054;-1.14;0.22;0;0;0;0;3.37;1005
Sporadic-2;24095;0.12;0.22;0;0;0;0;3.38;1006
Sporadic-2;25131;-0.33;0.22;0;0;0;0;3.39;1005
Sporadic-2;26167;-0.14;0.22;0;0;0;0;3.41;1006
Sporadic-2;27203;-0.69;0.22;0;0;0;0;3.44;1005
Sporadic-2;28239;-0.57;0.22;0;0;0;0;3.46;1005
Sporadic-2;29275;-0.31;0.22;0;0;0;0;3.47;1005
Sporadic-2;30317;-0.15;0.22;0;0;0;0;3.50;1005
Sporadic-2;31353;-0.66;0.22;0;0;0;0;3.52;1006
Sporadic-2;32390;-0.36;0.22;0;0;0;0;3.55;1005
Sporadic-2;33426;-0.42;0.22;0;0;0;0;3.56;1006
Sporadic-2;34462;-0.08;0.22;0;0;0;0;3.58;1005
Sporadic-2;37577;-0.55;0.22;0;0;0;0;3.63;1006
Sporadic-2;38614;-1.04;0.22;0;0;0;0;3.65;1006
Sporadic-2;39650;-0.61;0.22;0;0;0;0;3.67;1006
Sporadic-2;40686;-0.19;0.22;0;0;0;0;3.68;1006
