Sporadic-1	8636	-0.63	1.10	1.49	7.78	-24	-13	82	271	-123	237	100026.91	5.25	1	1	1	1
Sporadic-1	9663	-0.52	1.10	1.49	7.77	-22	-1	82	271	-123	233	100025.60	5.27	1	1	1	1
Sporadic-1	10696	-0.62	0.47	2.15	7.62	40	302	-42	321	-143	225	100026.77	5.30	1	1	1	1
Sporadic-1	11734	-0.49	0.32	3.06	7.44	0	-3	87	372	-128	216	100025.16	5.33	1	1	1	1
Sporadic-1	12762	-0.50	3.72	8.95	8.97	2571	10435	3922	404	-244	38	100025.38	5.35	1	1	1	1
Sporadic-1	13790	0.70	5.59	2.04	1.99	-1137	2953	-1817	539	-145	-53	100011.07	5.37	1	1	1	1
Sporadic-1	14817	0.16	3.08	1.13	7.20	-1000	-1547	365	385	161	217	100017.55	5.37	1	1	1	1
Sporadic-1	15845	0.12	3.82	3.14	8.12	1318	-521	537	409	37	253	100018.00	5.35	1	1	1	1
Sporadic-1	16876	0.12	3.92	4.30	6.18	-799	-1002	969	418	12	254	100018.00	5.31	1	1	1	1
Sporadic-1	17903	0.45	5.32	6.00	0.77	500	1357	1151	512	-122	124	100014.03	5.29	1	1	1	1
Sporadic-1	18931	0.75	6.56	4.31	1.92	-1550	-2264	-652	527	-75	123	100010.55	5.31	1	1	1	1
Sporadic-1	19958	0.62	4.92	4.46	4.39	-810	883	562	484	-40	192	100012.02	5.34	1	1	1	1
Sporadic-1	20986	0.82	5.17	5.12	3.30	-70	-120	141	528	-62	150	100009.64	5.34	1	1	1	1
Sporadic-1	22014	0.60	4.65	5.65	3.76	-249	-55	34	498	-72	164	100012.22	5.35	1	1	1	1
Sporadic-1	23045	0.69	4.53	5.42	3.67	147	-71	237	500	-86	162	100011.14	5.38	1	1	1	1
Sporadic-1	24072	0.68	4.25	5.41	3.57	285	10	320	489	-81	169	100011.36	5.39	1	1	1	1
Sporadic-1	25100	0.04	6.39	4.14	3.31	52	48	148	509	-37	171	100018.89	5.39	1	1	1	1
Sporadic-1	26127	0.46	5.70	3.47	4.28	-218	-108	773	529	1	169	100013.89	5.40	1	1	1	1
Sporadic-1	27154	0.01	9.06	2.75	5.06	4388	-1709	-1369	454	20	226	100019.33	5.41	1	1	1	1
Sporadic-1	28182	-0.29	4.50	4.04	1.64	-897	1401	5074	513	-117	125	100022.88	5.39	1	1	1	1
Sporadic-1	29213	0.46	3.30	4.77	5.69	-2560	-379	-829	487	-57	187	100013.91	5.35	1	1	1	1
Sporadic-1	30240	0.58	7.45	3.07	0.14	203	-411	-428	594	16	-10	100012.50	5.36	1	1	1	1
Sporadic-1	31268	0.54	5.44	4.33	3.38	152	-32	187	467	229	73	100012.99	5.38	1	1	1	1
Sporadic-1	32295	0.55	5.48	4.31	3.58	-351	265	-381	468	228	76	100012.90	5.40	1	1	1	1
Sporadic-1	33323	0.99	5.08	5.05	2.58	154	-65	-113	456	254	42	100009.42	5.41	1	1	1	1
Sporadic-1	34351	0.70	5.69	3.04	4.07	1302	2014	3674	499	189	97	100011.11	5.43	1	1	1	1
Sporadic-1	35381	0.68	6.50	2.32	3.70	-107	14	206	504	188	100	100011.25	5.46	1	1	1	1
Sporadic-1	36411	0.54	6.48	2.05	3.88	6	-145	6	509	175	103	100013.01	5.47	1	1	1	1
Sporadic-1	37439	0.46	6.51	1.90	3.91	-23	3	42	515	175	109	100013.92	5.47	1	1	1	1
Sporadic-1	38466	1.26	4.32	7.19	2.18	160	712	-1856	539	-129	-63	100004.41	5.50	1	1	1	1
Sporadic-1	39494	1.18	2.34	8.11	0.04	-730	-121	450	479	-193	-43	100005.35	5.49	1	1	1	1
Sporadic-1	40521	1.42	2.69	5.65	0.49	-376	1041	-422	500	-186	-46	100002.57	5.49	1	1	1	1
Sporadic-1	41552	1.35	4.20	8.26	2.31	-979	2399	-686	453	-211	-49	100003.34	5.54	1	1	1	1
Sporadic-1	42579	1.11	3.91	9.88	2.45	-150	1983	-494	422	-224	-80	100006.21	5.57	1	1	1	1
Sporadic-1	43608	1.10	2.59	9.48	0.51	537	-1370	1395	403	-231	-63	100006.25	5.59	1	1	1	1
Sporadic-1	44636	1.29	0.31	8.77	0.51	79	-499	1561	467	-215	-35	100005.78	5.61	1	1	1	1
Sporadic-1	45663	1.23	0.67	8.13	0.29	27	494	-126	465	-217	-21	100004.82	5.63	1	1	1	1
Sporadic-1	46691	1.58	0.49	6.14	0.40	486	-307	-459	451	-217	-31	100000.60	5.65	1	1	1	1
Sporadic-1	47721	1.12	0.47	5.93	0.63	-271	-819	56	434	-220	-46	100006.13	5.68	1	1	1	1
Sporadic-1	48748	1.37	1.02	6.09	1.03	132	-740	-126	439	-219	-41	100003.10	5.71	1	1	1	1
Sporadic-1	49776	0.91	0.60	6.62	1.50	155	-654	-181	436	-226	-44	100008.57	5.72	1	1	1	1
Sporadic-1	50804	1.01	0.90	6.33	0.77	432	-2310	-426	459	-211	-11	100007.32	5.75	1	1	1	1
Sporadic-1	51831	1.05	0.49	6.39	0.59	10	-1650	-466	447	-225	1	100006.85	5.78	1	1	1	1
Sporadic-1	52859	1.35	0.86	7.09	0.04	62	-589	-1009	451	-223	-3	100003.35	5.81	1	1	1	1
Sporadic-1	53890	1.27	0.60	6.60	0.04	-115	-1575	-250	440	-230	-8	100004.28	5.85	1	1	1	1
