Sporadic-D;2631;0.00;5.19;0;0;0;0;
Sporadic-D;3665;0.17;5.19;0;0;0;0;
Sporadic-D;4699;0.45;5.19;0;0;0;0;
Sporadic-D;5732;0.49;5.19;0;0;0;0;
Sporadic-D;6765;0.73;5.19;0;0;0;0;
Sporadic-D;7798;0.53;5.19;0;0;0;0;
Sporadic-D;8836;0.94;5.19;0;0;0;0;
Sporadic-D;9870;0.81;0.24;0;0;0;0;
Sporadic-D;10902;0.22;0.27;0;0;0;0;
Sporadic-D;11937;0.32;0.26;0;0;0;0;
Sporadic-D;12969;0.05;0.24;0;0;0;0;
Sporadic-D;14004;0.02;0.28;0;0;0;0;
Sporadic-D;15042;0.66;0.28;0;0;0;0;
Sporadic-D;16075;0.82;0.26;0;0;0;0;
Sporadic-D;17108;0.90;0.32;0;0;0;0;
Sporadic-D;18142;0.77;0.35;0;0;0;0;
Sporadic-D;19175;1.17;0.30;0;0;0;0;
Sporadic-D;20208;0.60;0.31;0;0;0;0;
Sporadic-D;21248;0.47;0.29;0;0;0;0;
Sporadic-D;22280;0.38;0.30;0;0;0;0;
Sporadic-D;23314;0.72;0.31;0;0;0;0;
Sporadic-D;24346;0.89;0.33;0;0;0;0;
Sporadic-D;25380;0.91;0.31;0;0;0;0;
Sporadic-D;26414;1.03;0.30;0;0;0;0;
Sporadic-D;27448;0.92;0.23;0;0;0;0;
Sporadic-D;28485;0.85;0.31;0;0;0;0;
Sporadic-D;29518;0.26;0.25;0;0;0;0;
Sporadic-D;30553;1.12;0.27;0;0;0;0;
Sporadic-D;31586;1.22;0.25;0;0;0;0;
Sporadic-D;32619;1.27;0.26;0;0;0;0;
Sporadic-D;33652;0.58;0.27;0;0;0;0;
Sporadic-D;34692;0.57;0.28;0;0;0;0;
Sporadic-D;35724;0.66;0.24;0;0;0;0;
Sporadic-D;36759;1.00;0.28;0;0;0;0;
Sporadic-D;37791;0.86;0.29;0;0;0;0;
Sporadic-D;38825;1.25;0.27;0;0;0;0;
